performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.6722689075630253,0.39999999999999997,0.1824578139816411,0.35454545454545455,0.7389705882352942,0.4588235294117647,0.6781358131487889,"[[201  71]
 [ 46  39]]"
1,0.7086834733893558,0.4851485148514852,0.2944917706667194,0.4224137931034483,0.7527675276752768,0.5697674418604651,0.707307131210847,"[[204  67]
 [ 37  49]]"
2,0.6834733893557423,0.5108225108225108,0.29378322900461007,0.44029850746268656,0.7115384615384616,0.6082474226804123,0.6934179222839016,"[[185  75]
 [ 38  59]]"
3,0.6610644257703081,0.4154589371980676,0.2205534548196988,0.3233082706766917,0.6819787985865724,0.581081081081081,0.6629500525260242,"[[193  90]
 [ 31  43]]"
4,0.6722689075630253,0.45581395348837206,0.26578760492004744,0.35766423357664234,0.6845878136200717,0.6282051282051282,0.7444628251079863,"[[191  88]
 [ 29  49]]"

metrics_summary
mean,0.6795518207282912,0.4534487832720872,0.25141477467854334,0.3796460518729847,0.7139686379311353,0.5692249206477703,0.6972547488555096
std,0.016198131422746183,0.041478217086519956,0.0437373415892655,0.04426056025616997,0.02836525966804363,0.05887401906567746,0.027880889460108978

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_60_features_vgg_16_fc8_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,60
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
