performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.785024154589372,0.869309838472834,0.27266380450520306,0.8996960486322189,0.46774193548387094,0.8409090909090909,0.7625091642228738,"[[ 29  33]
 [ 56 296]]"
1,0.8043478260869565,0.8824383164005805,0.30966699284141375,0.9129129129129129,0.5,0.8539325842696629,0.7293200309957382,"[[ 29  29]
 [ 52 304]]"
2,0.7729468599033816,0.8584337349397589,0.31526748030193297,0.9193548387096774,0.5833333333333334,0.8050847457627118,0.7474576271186442,"[[ 35  25]
 [ 69 285]]"
3,0.7705314009661836,0.8592592592592592,0.27049125237234944,0.9206349206349206,0.5370370370370371,0.8055555555555556,0.7144804526748971,"[[ 29  25]
 [ 70 290]]"
4,0.751207729468599,0.8474074074074074,0.2060321612879785,0.910828025477707,0.4716981132075472,0.7922437673130194,0.6993675848011289,"[[ 25  28]
 [ 75 286]]"

metrics_summary
mean,0.7768115942028985,0.8633697112959681,0.27482433826177555,0.9126853492734874,0.5119620838123577,0.8195451487620081,0.7306269719626564
std,0.017524982750934365,0.01178941589290064,0.039001193490633024,0.0074819936141591065,0.04345643527395572,0.023618175826529385,0.022535805296516505

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2180_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2180
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
