performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8019323671497585,0.8794117647058823,0.3357311804302861,0.9115853658536586,0.532258064516129,0.8494318181818182,0.764891862170088,"[[ 33  29]
 [ 53 299]]"
1,0.7946859903381642,0.8751835535976507,0.3139300683412725,0.916923076923077,0.5344827586206896,0.8370786516853933,0.713531576908175,"[[ 31  27]
 [ 58 298]]"
2,0.8236714975845411,0.8918518518518518,0.4360447816260005,0.9376947040498442,0.6666666666666666,0.8502824858757062,0.814147834274953,"[[ 40  20]
 [ 53 301]]"
3,0.7705314009661836,0.8604992657856094,0.23835324417138382,0.9127725856697819,0.48148148148148145,0.8138888888888889,0.7088734567901234,"[[ 26  28]
 [ 67 293]]"
4,0.7681159420289855,0.8571428571428572,0.2811779699867331,0.9260450160771704,0.5660377358490566,0.7977839335180056,0.7162232791512047,"[[ 30  23]
 [ 73 288]]"

metrics_summary
mean,0.7917874396135265,0.8728178586167703,0.32104744891113524,0.9210041497147063,0.5561853414268045,0.8296931556299626,0.7435336018589087
std,0.020688515077646248,0.012718666669701072,0.06620961026358554,0.00976844131758814,0.06152621599636155,0.020669079197208173,0.040718167903185026

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2600_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2600
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
