performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7254901960784313,0.4948453608247423,0.314845077862364,0.44036697247706424,0.7757352941176471,0.5647058823529412,0.7312067474048443,"[[211  61]
 [ 37  48]]"
1,0.7030812324929971,0.4479166666666667,0.25038758614724815,0.4056603773584906,0.7675276752767528,0.5,0.6992405389170171,"[[208  63]
 [ 43  43]]"
2,0.6834733893557423,0.47926267281105994,0.2585352242168033,0.43333333333333335,0.7384615384615385,0.5360824742268041,0.7181007137192703,"[[192  68]
 [ 45  52]]"
3,0.6778711484593838,0.39790575916230364,0.20239366961518332,0.3247863247863248,0.7208480565371025,0.5135135135135135,0.7207764301403878,"[[204  79]
 [ 36  38]]"
4,0.7002801120448179,0.4830917874396135,0.30783235245153273,0.3875968992248062,0.7168458781362007,0.6410256410256411,0.7448763900376804,"[[200  79]
 [ 28  50]]"

metrics_summary
mean,0.6980392156862745,0.46060444938087725,0.2667987820586263,0.39834878143600383,0.7438836885058483,0.55106550222378,0.72284016404384
std,0.016750606596891912,0.03498100992359367,0.0411772575287602,0.04140034947720391,0.023935940054068544,0.05004241210161467,0.015094758469867157

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_940_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,940
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
