performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8019323671497585,0.8811594202898552,0.2905735742023836,0.8994082840236687,0.45161290322580644,0.8636363636363636,0.7477089442815249,"[[ 28  34]
 [ 48 304]]"
1,0.8115942028985508,0.8872832369942197,0.32163386387000537,0.9136904761904762,0.5,0.8623595505617978,0.7548430840759397,"[[ 29  29]
 [ 49 307]]"
2,0.782608695652174,0.8644578313253013,0.34690887105223606,0.9258064516129032,0.6166666666666667,0.8107344632768362,0.761605461393597,"[[ 37  23]
 [ 67 287]]"
3,0.7705314009661836,0.8579970104633782,0.301739788363834,0.9288025889967637,0.5925925925925926,0.7972222222222223,0.7316358024691358,"[[ 32  22]
 [ 73 287]]"
4,0.7705314009661836,0.8596750369276218,0.26284282170523493,0.9208860759493671,0.5283018867924528,0.8060941828254847,0.7512674436836879,"[[ 28  25]
 [ 70 291]]"

metrics_summary
mean,0.78743961352657,0.8701145072000752,0.3047397838387388,0.9177187753546358,0.5378348098555037,0.8280093565045409,0.7494121471807771
std,0.016664916242183928,0.011870717220039313,0.028385484885234024,0.010486129048478657,0.060281743605118676,0.02889900994730259,0.01000513311844099

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1520_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1520
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
