performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7946859903381642,0.8744460856720827,0.3241409530345664,0.9107692307692308,0.532258064516129,0.8409090909090909,0.7479380498533725,"[[ 33  29]
 [ 56 296]]"
1,0.7801932367149759,0.8667642752562226,0.25300531679297344,0.9051987767584098,0.46551724137931033,0.8314606741573034,0.7393209996125534,"[[ 27  31]
 [ 60 296]]"
2,0.7898550724637681,0.8687782805429866,0.3750668542552263,0.9320388349514563,0.65,0.8135593220338984,0.7879472693032015,"[[ 39  21]
 [ 66 288]]"
3,0.7729468599033816,0.8613569321533924,0.2630420595405828,0.9182389937106918,0.5185185185185185,0.8111111111111111,0.7280092592592592,"[[ 28  26]
 [ 68 292]]"
4,0.7729468599033816,0.8629737609329446,0.22184981826658692,0.9107692307692308,0.4528301886792453,0.8199445983379502,0.698060941828255,"[[ 24  29]
 [ 65 296]]"

metrics_summary
mean,0.7821256038647342,0.8668638669115257,0.2874210003779872,0.9154030133918039,0.5238248026186406,0.8233969593098708,0.7402553039713282
std,0.008828824580916446,0.004617882509072764,0.0549699965097973,0.009293693252852077,0.06994206730929517,0.011236887644771742,0.02920531072901058

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2640_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2640
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
