performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7563025210084033,0.5396825396825397,0.37977788811248486,0.49038461538461536,0.8051470588235294,0.6,0.7756487889273356,"[[219  53]
 [ 34  51]]"
1,0.6918767507002801,0.4148936170212766,0.2092124391024371,0.38235294117647056,0.7675276752767528,0.45348837209302323,0.7035741869046597,"[[208  63]
 [ 47  39]]"
2,0.7198879551820728,0.5,0.3059562131599126,0.4854368932038835,0.7961538461538461,0.5154639175257731,0.7364789849325932,"[[207  53]
 [ 47  50]]"
3,0.6974789915966386,0.4193548387096774,0.23506760864105103,0.3482142857142857,0.7420494699646644,0.527027027027027,0.7296103524018719,"[[210  73]
 [ 35  39]]"
4,0.742296918767507,0.5257731958762887,0.37133094270149086,0.4396551724137931,0.7670250896057348,0.6538461538461539,0.7811322488741843,"[[214  65]
 [ 27  51]]"

metrics_summary
mean,0.7215686274509803,0.4799408382579564,0.30026901834347525,0.4292087815786097,0.7755806279649055,0.5499650940983953,0.7452889124081289
std,0.024903205345538238,0.05286558463807973,0.06920451733890298,0.0561583268988534,0.02262660814535642,0.06974096411388002,0.029223337458627548

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_3580_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3580
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
