performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7657004830917874,0.8558692421991085,0.24446878984768244,0.897196261682243,0.46774193548387094,0.8181818181818182,0.7138700513196482,"[[ 29  33]
 [ 64 288]]"
1,0.8043478260869565,0.8814055636896045,0.33841317813698113,0.9204892966360856,0.5517241379310345,0.8455056179775281,0.7306518791166213,"[[ 32  26]
 [ 55 301]]"
2,0.785024154589372,0.8704512372634643,0.24666325966309297,0.8978978978978979,0.43333333333333335,0.844632768361582,0.7666902071563089,"[[ 26  34]
 [ 55 299]]"
3,0.7874396135265701,0.872463768115942,0.2504553332989217,0.9121212121212121,0.46296296296296297,0.8361111111111111,0.7162037037037037,"[[ 25  29]
 [ 59 301]]"
4,0.782608695652174,0.8680351906158359,0.27879455469165554,0.9221183800623053,0.5283018867924528,0.8199445983379502,0.7510322479485706,"[[ 28  25]
 [ 65 296]]"

metrics_summary
mean,0.7850241545893719,0.869645000376791,0.27175902312766675,0.9099646096799487,0.48881285130073093,0.832875182793998,0.7356896178489706
std,0.012316472255055055,0.008237345686030887,0.035554680313733,0.01069364622514687,0.04406220839648813,0.011758698239000356,0.020384337030745246

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1800_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1800
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
