performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7608695652173914,0.8533333333333333,0.21857825155054944,0.891640866873065,0.43548387096774194,0.8181818181818182,0.7223698680351907,"[[ 27  35]
 [ 64 288]]"
1,0.7705314009661836,0.8588410104011887,0.2696317612292564,0.9116719242902208,0.5172413793103449,0.8117977528089888,0.7265110422316932,"[[ 30  28]
 [ 67 289]]"
2,0.7753623188405797,0.8626292466765141,0.2619852177834595,0.9040247678018576,0.48333333333333334,0.8248587570621468,0.7522363465160076,"[[ 29  31]
 [ 62 292]]"
3,0.785024154589372,0.8696925329428989,0.27936778669793455,0.9195046439628483,0.5185185185185185,0.825,0.7599537037037037,"[[ 28  26]
 [ 63 297]]"
4,0.7391304347826086,0.8378378378378377,0.21415068745534035,0.9147540983606557,0.5094339622641509,0.7728531855955678,0.696336173104061,"[[ 27  26]
 [ 82 279]]"

metrics_summary
mean,0.7661835748792271,0.8564667922383545,0.248742740943308,0.9083192602577295,0.492802212878818,0.8105383027297044,0.7314814267181312
std,0.015609173354013078,0.01072743660467829,0.027041133015027093,0.009740346785443828,0.03133773545909404,0.019464807713449165,0.02273478096543905

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_460_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,460
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
