performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7995169082125604,0.8774002954209748,0.34061864882979115,0.9138461538461539,0.5483870967741935,0.84375,0.7433788489736071,"[[ 34  28]
 [ 55 297]]"
1,0.7874396135265701,0.8709677419354839,0.28358667660359166,0.911042944785276,0.5,0.8342696629213483,0.7022714064316157,"[[ 29  29]
 [ 59 297]]"
2,0.782608695652174,0.8660714285714286,0.310320590235351,0.9150943396226415,0.55,0.8220338983050848,0.7547316384180791,"[[ 33  27]
 [ 63 291]]"
3,0.7632850241545893,0.8541666666666666,0.2612487335618404,0.9198717948717948,0.5370370370370371,0.7972222222222223,0.7464506172839507,"[[ 29  25]
 [ 73 287]]"
4,0.785024154589372,0.8700729927007299,0.27129213758535564,0.9197530864197531,0.5094339622641509,0.8254847645429363,0.707233575497831,"[[ 27  26]
 [ 63 298]]"

metrics_summary
mean,0.783574879227053,0.8677358250590567,0.29341335736318597,0.9159216639091238,0.5289716192150763,0.8245521095983183,0.7308132173210167
std,0.011694413948705533,0.0076967772710870375,0.028756457046489242,0.003437366458878068,0.02051964566459449,0.015602075604316855,0.02165709454918554

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1240_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1240
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
