performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7946859903381642,0.8748159057437408,0.3152029096368766,0.908256880733945,0.5161290322580645,0.84375,0.7261730205278593,"[[ 32  30]
 [ 55 297]]"
1,0.7729468599033816,0.8617647058823529,0.24281065655819922,0.904320987654321,0.46551724137931033,0.8230337078651685,0.7265836884928323,"[[ 27  31]
 [ 63 293]]"
2,0.8091787439613527,0.8843338213762811,0.3513100350662809,0.9179331306990881,0.55,0.8531073446327684,0.7866760828625236,"[[ 33  27]
 [ 52 302]]"
3,0.7705314009661836,0.8579970104633782,0.301739788363834,0.9288025889967637,0.5925925925925926,0.7972222222222223,0.7523148148148149,"[[ 32  22]
 [ 73 287]]"
4,0.7439613526570048,0.8417910447761194,0.20866729798105296,0.912621359223301,0.49056603773584906,0.7811634349030471,0.6910573354936497,"[[ 26  27]
 [ 79 282]]"

metrics_summary
mean,0.7782608695652173,0.8641404976483745,0.28394613752124875,0.9143869894614838,0.5229609807931632,0.8196553419246413,0.7365609884383358
std,0.022316540024060107,0.014591912322786962,0.05136248822328153,0.008513573904886693,0.04466667880148158,0.027187769879573498,0.03174191096159013

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_680_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,680
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
