performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7584541062801933,0.8493975903614458,0.2627317144588,0.9038461538461539,0.5161290322580645,0.8011363636363636,0.7331378299120235,"[[ 32  30]
 [ 70 282]]"
1,0.7753623188405797,0.8618127786032689,0.2860620746159082,0.9148264984227129,0.5344827586206896,0.8146067415730337,0.7371416117783804,"[[ 31  27]
 [ 66 290]]"
2,0.7415458937198067,0.8395802098950526,0.19751049147708113,0.8945686900958466,0.45,0.7909604519774012,0.7184792843691148,"[[ 27  33]
 [ 74 280]]"
3,0.7705314009661836,0.8588410104011887,0.2809975181842329,0.9233226837060703,0.5555555555555556,0.8027777777777778,0.7295010288065844,"[[ 30  24]
 [ 71 289]]"
4,0.7632850241545893,0.8537313432835821,0.2751325885093514,0.9255663430420712,0.5660377358490566,0.7922437673130194,0.7385146082684367,"[[ 30  23]
 [ 75 286]]"

metrics_summary
mean,0.7618357487922706,0.8526725865089076,0.2604868774490747,0.9124260738225709,0.5244410164566732,0.8003450204555191,0.7313548726269079
std,0.011694413948705518,0.007808321918434402,0.03243559288572969,0.011744496589809953,0.04101168664089239,0.008528090635681364,0.007171396112873443

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_520_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,520
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
