performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.6890756302521008,0.43654822335025384,0.23150323971815168,0.38392857142857145,0.7463235294117647,0.5058823529411764,0.6974264705882353,"[[203  69]
 [ 42  43]]"
1,0.6750700280112045,0.40206185567010305,0.18514172939747708,0.3611111111111111,0.7453874538745388,0.45348837209302323,0.7116407791984897,"[[202  69]
 [ 47  39]]"
2,0.6974789915966386,0.5221238938053097,0.3139288975978307,0.4573643410852713,0.7307692307692307,0.6082474226804123,0.716593973037272,"[[190  70]
 [ 38  59]]"
3,0.6498599439775911,0.36548223350253806,0.1527431369601431,0.2926829268292683,0.6925795053003534,0.4864864864864865,0.6668417534141916,"[[196  87]
 [ 38  36]]"
4,0.7002801120448179,0.46766169154228854,0.28708921981206165,0.3821138211382114,0.7275985663082437,0.6025641025641025,0.7418665563826854,"[[203  76]
 [ 31  47]]"

metrics_summary
mean,0.6823529411764705,0.43877557957409863,0.23408124469713285,0.3754401543184867,0.7285316571328263,0.5313337473530402,0.7068739065241749
std,0.01846191266474404,0.05386301545000197,0.06033755569660786,0.05269201763492373,0.019488987755337212,0.06278284748236951,0.024631344423791827

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_440_features_vgg_16_fc8_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,440
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
