performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7777777777777778,0.8635014836795252,0.28041452386566074,0.9037267080745341,0.5,0.8267045454545454,0.7290139296187683,"[[ 31  31]
 [ 61 291]]"
1,0.7874396135265701,0.8720930232558138,0.2534048718517489,0.9036144578313253,0.4482758620689655,0.8426966292134831,0.710892096086788,"[[ 26  32]
 [ 56 300]]"
2,0.821256038647343,0.8918128654970761,0.3894555877807134,0.9242424242424242,0.5833333333333334,0.8615819209039548,0.7701035781544255,"[[ 35  25]
 [ 49 305]]"
3,0.8043478260869565,0.8824383164005806,0.3180637529281727,0.9240121580547113,0.5370370370370371,0.8444444444444444,0.7548868312757202,"[[ 29  25]
 [ 56 304]]"
4,0.7874396135265701,0.8690476190476191,0.3480693244326504,0.9389067524115756,0.6415094339622641,0.8088642659279779,0.7366591752469555,"[[ 34  19]
 [ 69 292]]"

metrics_summary
mean,0.7956521739130434,0.8757786615761229,0.31788161217178923,0.9189005001229141,0.54203113328032,0.8368583611888811,0.7403111220765315
std,0.01539843231933257,0.010110060911913415,0.04815640742352713,0.013555975692037826,0.06660842601025226,0.01783063532864497,0.020525516320285597

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_3140_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3140
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
