performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8043478260869565,0.8827785817655572,0.294704625317505,0.8997050147492626,0.45161290322580644,0.8664772727272727,0.7191853005865104,"[[ 28  34]
 [ 47 305]]"
1,0.7946859903381642,0.8755490483162518,0.3042500335993781,0.9143730886850153,0.5172413793103449,0.8398876404494382,0.7448905462998836,"[[ 30  28]
 [ 57 299]]"
2,0.8043478260869565,0.8814055636896047,0.33432307471619443,0.9148936170212766,0.5333333333333333,0.8502824858757062,0.7720103578154426,"[[ 32  28]
 [ 53 301]]"
3,0.8043478260869565,0.8827785817655571,0.3076581522173633,0.9214501510574018,0.5185185185185185,0.8472222222222222,0.7310185185185185,"[[ 28  26]
 [ 55 305]]"
4,0.7657004830917874,0.8545727136431784,0.29921589477050653,0.9313725490196079,0.6037735849056604,0.7894736842105263,0.6980348089687975,"[[ 32  21]
 [ 76 285]]"

metrics_summary
mean,0.7946859903381642,0.8754168978360297,0.3080303561241895,0.9163588841065128,0.5248959438587326,0.8386686610970331,0.7330279064378306
std,0.014968051579545595,0.010758720906104352,0.013863666582733483,0.010341884634276207,0.04850265921591647,0.02608829191893977,0.024821466463314287

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_3060_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3060
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
