performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.785024154589372,0.8689248895434462,0.28197296194406607,0.9021406727828746,0.4838709677419355,0.8380681818181818,0.7400568181818182,"[[ 30  32]
 [ 57 295]]"
1,0.7898550724637681,0.8726207906295755,0.2871684613305765,0.9113149847094801,0.5,0.8370786516853933,0.7321532351801626,"[[ 29  29]
 [ 58 298]]"
2,0.7898550724637681,0.8699551569506727,0.34829859091094884,0.9238095238095239,0.6,0.8220338983050848,0.7752824858757063,"[[ 36  24]
 [ 63 291]]"
3,0.7898550724637681,0.8722466960352423,0.30709461866595217,0.9252336448598131,0.5555555555555556,0.825,0.7494598765432099,"[[ 30  24]
 [ 63 297]]"
4,0.7874396135265701,0.8717201166180758,0.2746448890247975,0.92,0.5094339622641509,0.8282548476454293,0.714446244708096,"[[ 27  26]
 [ 62 299]]"

metrics_summary
mean,0.7884057971014492,0.8710935299554026,0.2998359043752682,0.9164997652323382,0.5297720971123284,0.830087115890818,0.7422797320977986
std,0.0019323671497584129,0.0014180142703567084,0.026515870716942416,0.008660604508637492,0.04243507098224289,0.006429140760577428,0.020114306041003005

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2620_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
