performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7801932367149759,0.8671532846715329,0.23666355585710486,0.8918918918918919,0.41935483870967744,0.84375,0.7028271627565983,"[[ 26  36]
 [ 55 297]]"
1,0.8164251207729468,0.888888888888889,0.37656779480946306,0.926829268292683,0.5862068965517241,0.8539325842696629,0.7708494769469197,"[[ 34  24]
 [ 52 304]]"
2,0.7922705314009661,0.8750000000000001,0.26772506445800687,0.9011976047904192,0.45,0.8502824858757062,0.7755178907721281,"[[ 27  33]
 [ 53 301]]"
3,0.7995169082125604,0.8784773060029282,0.33132567694633747,0.9287925696594427,0.5740740740740741,0.8333333333333334,0.7699588477366255,"[[ 31  23]
 [ 60 300]]"
4,0.7705314009661836,0.8600883652430044,0.25198609731876864,0.9182389937106918,0.5094339622641509,0.8088642659279779,0.7351173365389642,"[[ 27  26]
 [ 69 292]]"

metrics_summary
mean,0.7917874396135265,0.8739215689612708,0.29285363787793617,0.9133900656690258,0.5078139543199253,0.838032533881336,0.7508541429502471
std,0.015831854693887853,0.009829604434070306,0.0528149301842209,0.014506474261625237,0.06588770710228917,0.016176728261444128,0.028026207327363547

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_3240_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3240
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
