performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7198879551820728,0.5,0.3183405871526188,0.43478260869565216,0.7610294117647058,0.5882352941176471,0.746280276816609,"[[207  65]
 [ 35  50]]"
1,0.7226890756302521,0.4705882352941177,0.28605285358294474,0.43564356435643564,0.7896678966789668,0.5116279069767442,0.7438213335621728,"[[214  57]
 [ 42  44]]"
2,0.6974789915966386,0.4807692307692307,0.26990793823470266,0.45045045045045046,0.7653846153846153,0.5154639175257731,0.726268834258525,"[[199  61]
 [ 47  50]]"
3,0.7058823529411765,0.4385026737967915,0.26113826696992304,0.36283185840707965,0.7455830388692579,0.5540540540540541,0.7434103715022444,"[[211  72]
 [ 33  41]]"
4,0.7198879551820728,0.4845360824742268,0.31343591200188076,0.4051724137931034,0.7526881720430108,0.6025641025641025,0.7548708758386178,"[[210  69]
 [ 31  47]]"

metrics_summary
mean,0.7131652661064426,0.47487924446687335,0.289775111588414,0.41777617914054427,0.7628706269481114,0.5543890550476642,0.7429303383956338
std,0.009799919151000506,0.02049715331910005,0.022823008223476517,0.03115703255476824,0.01503560418285358,0.036905819171237815,0.009299769310394338

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_3500_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3500
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
