performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7753623188405797,0.8630338733431517,0.24874301425125556,0.8960244648318043,0.45161290322580644,0.8323863636363636,0.7243859970674487,"[[ 28  34]
 [ 59 293]]"
1,0.7946859903381642,0.8744460856720828,0.3330178262876345,0.9221183800623053,0.5689655172413793,0.8314606741573034,0.7575552111584657,"[[ 33  25]
 [ 60 296]]"
2,0.821256038647343,0.8933717579250722,0.34519962619402816,0.9117647058823529,0.5,0.8757062146892656,0.7722222222222223,"[[ 30  30]
 [ 44 310]]"
3,0.8188405797101449,0.8914616497829233,0.3614009686806496,0.9305135951661632,0.5740740740740741,0.8555555555555555,0.7585133744855966,"[[ 31  23]
 [ 52 308]]"
4,0.7777777777777778,0.8651026392961877,0.2614718853771808,0.9190031152647975,0.5094339622641509,0.817174515235457,0.7167720691998118,"[[ 27  26]
 [ 66 295]]"

metrics_summary
mean,0.797584541062802,0.8774832012038836,0.3099666641581497,0.9158848522414846,0.5208172913610822,0.8424566646547891,0.7458897748267089
std,0.019527906213920507,0.012799443104213576,0.045865639095060584,0.011610263967844077,0.045840426914412716,0.0206815055990093,0.021443361200566984

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2580_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2580
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
