performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7971014492753623,0.8771929824561404,0.3009651280872098,0.9036144578313253,0.4838709677419355,0.8522727272727273,0.7340313416422287,"[[ 30  32]
 [ 52 300]]"
1,0.7971014492753623,0.8793103448275863,0.24762397504007902,0.9,0.41379310344827586,0.8595505617977528,0.7221038357225882,"[[ 24  34]
 [ 50 306]]"
2,0.7995169082125604,0.877037037037037,0.3538396178768365,0.9221183800623053,0.5833333333333334,0.8361581920903954,0.778695856873823,"[[ 35  25]
 [ 58 296]]"
3,0.7922705314009661,0.8746355685131195,0.28963953082657445,0.9202453987730062,0.5185185185185185,0.8333333333333334,0.7317644032921811,"[[ 28  26]
 [ 60 300]]"
4,0.748792270531401,0.8452380952380952,0.21428661554081588,0.9131832797427653,0.49056603773584906,0.7867036011080333,0.7107353786651336,"[[ 26  27]
 [ 77 284]]"

metrics_summary
mean,0.7869565217391304,0.8706828056143957,0.28127097347430313,0.9118323032818804,0.49801639215558247,0.8336036831204485,0.7354661632391909
std,0.01922681037887188,0.012808206065064321,0.04763008574397254,0.008785727897870127,0.05486069779145316,0.025408620665084085,0.02312890682143857

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1140_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1140
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
