performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7338935574229691,0.4919786096256684,0.3161183257069271,0.45098039215686275,0.7941176470588235,0.5411764705882353,0.7305795847750864,"[[216  56]
 [ 39  46]]"
1,0.711484593837535,0.507177033492823,0.3221275637966411,0.43089430894308944,0.7416974169741697,0.6162790697674418,0.7514588517978202,"[[201  70]
 [ 33  53]]"
2,0.6974789915966386,0.48571428571428577,0.2747841344202051,0.45132743362831856,0.7615384615384615,0.5257731958762887,0.7156819984139571,"[[198  62]
 [ 46  51]]"
3,0.6918767507002801,0.43298969072164945,0.2505252826189732,0.35,0.7243816254416962,0.5675675675675675,0.7244532518384109,"[[205  78]
 [ 32  42]]"
4,0.7198879551820728,0.494949494949495,0.326916298726511,0.4083333333333333,0.7455197132616488,0.6282051282051282,0.7722635787151917,"[[208  71]
 [ 29  49]]"

metrics_summary
mean,0.7109243697478991,0.4825618229007843,0.2980943210538515,0.4183070936123208,0.7534509728549599,0.5758002864009323,0.7388874531080933
std,0.015177834379993345,0.02575023570406648,0.0301308682780486,0.0376341871553009,0.023517073702403204,0.04038340108147728,0.020434606899330188

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_420_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,420
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
