performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.782608695652174,0.8660714285714286,0.3057577506427822,0.909375,0.532258064516129,0.8267045454545454,0.7468612536656892,"[[ 33  29]
 [ 61 291]]"
1,0.8260869565217391,0.896551724137931,0.3566066033178175,0.9176470588235294,0.5172413793103449,0.8764044943820225,0.7252276249515691,"[[ 30  28]
 [ 44 312]]"
2,0.8091787439613527,0.8850072780203784,0.33314580497179935,0.9129129129129129,0.5166666666666667,0.8587570621468926,0.7853578154425612,"[[ 31  29]
 [ 50 304]]"
3,0.7995169082125604,0.8781204111600588,0.34146530591323637,0.9314641744548287,0.5925925925925926,0.8305555555555556,0.7650720164609054,"[[ 32  22]
 [ 61 299]]"
4,0.8067632850241546,0.8853868194842407,0.2813496771035947,0.9169139465875371,0.4716981132075472,0.8559556786703602,0.7259708357288456,"[[ 25  28]
 [ 52 309]]"

metrics_summary
mean,0.8048309178743962,0.8822275322748074,0.323665028389846,0.9176626185557616,0.526091363258656,0.8496754672418753,0.7496979092499141
std,0.01411752579343232,0.010007783823992507,0.026844522398549498,0.007513827547606574,0.03895180221808129,0.018598879450742862,0.023142201833978464

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2880_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
