performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7705314009661836,0.8579970104633782,0.27925170260164006,0.9053627760252366,0.5161290322580645,0.8153409090909091,0.7218429252199413,"[[ 32  30]
 [ 65 287]]"
1,0.782608695652174,0.8664688427299704,0.3058954715338974,0.9182389937106918,0.5517241379310345,0.8202247191011236,0.7336545912437039,"[[ 32  26]
 [ 64 292]]"
2,0.7995169082125604,0.8766716196136701,0.36277905870935623,0.9247648902821317,0.6,0.8333333333333334,0.7710216572504709,"[[ 36  24]
 [ 59 295]]"
3,0.7705314009661836,0.8588410104011887,0.2809975181842329,0.9233226837060703,0.5555555555555556,0.8027777777777778,0.7388117283950618,"[[ 30  24]
 [ 71 289]]"
4,0.7729468599033816,0.8609467455621302,0.2767056560457054,0.9238095238095239,0.5471698113207547,0.8060941828254847,0.7438195787383055,"[[ 29  24]
 [ 70 291]]"

metrics_summary
mean,0.7792270531400965,0.8641850457540675,0.3011258814149664,0.9190997735067308,0.5541157074130819,0.8155541844257257,0.7418300961694967
std,0.011079560329642245,0.006906045729984578,0.03256943773720169,0.0072326248099721,0.02684918633895997,0.010869091162665911,0.01631895650227674

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1340_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1340
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
