performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7922705314009661,0.8735294117647059,0.30235958170324206,0.9054878048780488,0.5,0.84375,0.7587060117302052,"[[ 31  31]
 [ 55 297]]"
1,0.7898550724637681,0.8718703976435935,0.30671216117653144,0.9164086687306502,0.5344827586206896,0.8314606741573034,0.7326859744285161,"[[ 31  27]
 [ 60 296]]"
2,0.7995169082125604,0.8788321167883211,0.3079942695811557,0.9093655589123867,0.5,0.8502824858757062,0.757015065913371,"[[ 30  30]
 [ 53 301]]"
3,0.8236714975845411,0.8952654232424677,0.3494222461037179,0.9258160237388724,0.5370370370370371,0.8666666666666667,0.7591306584362139,"[[ 29  25]
 [ 48 312]]"
4,0.7898550724637681,0.8726207906295754,0.29948573742953843,0.9254658385093167,0.5471698113207547,0.8254847645429363,0.7415982856844195,"[[ 29  24]
 [ 63 298]]"

metrics_summary
mean,0.7990338164251207,0.8784236280137329,0.3131947991988371,0.916508778953855,0.5237379213956963,0.8435289182485224,0.7498271992385452
std,0.012817873585914604,0.008767941973906214,0.018367571020959077,0.00823833970610024,0.01984111536012995,0.014506887695802842,0.010757227318496565

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2960_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2960
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
