performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.785024154589372,0.8689248895434462,0.28197296194406607,0.9021406727828746,0.4838709677419355,0.8380681818181818,0.7247754765395895,"[[ 30  32]
 [ 57 295]]"
1,0.7946859903381642,0.87627365356623,0.28458337506639747,0.9093655589123867,0.4827586206896552,0.8455056179775281,0.7340178225493994,"[[ 28  30]
 [ 55 301]]"
2,0.8115942028985508,0.8866279069767441,0.3372378751733502,0.9131736526946108,0.5166666666666667,0.8615819209039548,0.7807674199623351,"[[ 31  29]
 [ 49 305]]"
3,0.7874396135265701,0.8717201166180758,0.27210871711865026,0.9171779141104295,0.5,0.8305555555555556,0.7214248971193414,"[[ 27  27]
 [ 61 299]]"
4,0.8091787439613527,0.8846715328467153,0.3589286427042205,0.9351851851851852,0.6037735849056604,0.8393351800554016,0.7056917367898394,"[[ 32  21]
 [ 58 303]]"

metrics_summary
mean,0.797584541062802,0.8776436199102424,0.3069663144013369,0.9154085967370973,0.5174139680007835,0.8430092912621244,0.733335470592101
std,0.010952448356284674,0.006972659931201047,0.034517145545010695,0.011061600441993792,0.044917511365598566,0.010432482040512574,0.025414825210547547

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1880_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
