performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8019323671497585,0.8794117647058823,0.3357311804302861,0.9115853658536586,0.532258064516129,0.8494318181818182,0.7740331744868035,"[[ 33  29]
 [ 53 299]]"
1,0.8091787439613527,0.8853410740203194,0.3272097042585382,0.9159159159159159,0.5172413793103449,0.8567415730337079,0.7669992251065477,"[[ 30  28]
 [ 51 305]]"
2,0.8091787439613527,0.8843338213762811,0.3513100350662809,0.9179331306990881,0.55,0.8531073446327684,0.7875470809792844,"[[ 33  27]
 [ 52 302]]"
3,0.7874396135265701,0.872093023255814,0.2613467744391294,0.9146341463414634,0.48148148148148145,0.8333333333333334,0.7601594650205761,"[[ 26  28]
 [ 60 300]]"
4,0.7922705314009661,0.8731563421828908,0.33423593367050675,0.9337539432176656,0.6037735849056604,0.8199445983379502,0.7219463753723931,"[[ 32  21]
 [ 65 296]]"

metrics_summary
mean,0.8,0.8788672051082376,0.32196672557294825,0.9187645004055582,0.5369509020427231,0.8425117335039156,0.7621370641931209
std,0.008828824580916463,0.005488076391415302,0.031315461988757336,0.007772886241415959,0.04030606537554451,0.013828676722500587,0.022045540902016665

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2900_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2900
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
