performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7971014492753623,0.8775510204081634,0.29178115256032006,0.9011976047904192,0.46774193548387094,0.8551136363636364,0.7298157991202346,"[[ 29  33]
 [ 51 301]]"
1,0.7946859903381642,0.8755490483162518,0.3042500335993781,0.9143730886850153,0.5172413793103449,0.8398876404494382,0.7271164277411856,"[[ 30  28]
 [ 57 299]]"
2,0.7801932367149759,0.8631578947368421,0.33445646392974276,0.9228295819935691,0.6,0.8107344632768362,0.7542843691148776,"[[ 36  24]
 [ 67 287]]"
3,0.7777777777777778,0.8639053254437871,0.2905112677562798,0.9240506329113924,0.5555555555555556,0.8111111111111111,0.7142746913580248,"[[ 30  24]
 [ 68 292]]"
4,0.7608695652173914,0.8537666174298375,0.2288269016721098,0.9145569620253164,0.49056603773584906,0.8005540166204986,0.7083834213139601,"[[ 26  27]
 [ 72 289]]"

metrics_summary
mean,0.7821256038647343,0.8667859812669765,0.2899651639035661,0.9154015740811424,0.526220981617124,0.823480173564304,0.7267749417296565
std,0.013088132545066706,0.008759479851988928,0.03442387669379298,0.008167073105377481,0.04706499314588281,0.02054719663203992,0.01587851569878691

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2020_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2020
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
