performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.782608695652174,0.8668639053254439,0.28755214722505096,0.904320987654321,0.5,0.8323863636363636,0.7567815249266863,"[[ 31  31]
 [ 59 293]]"
1,0.7922705314009661,0.8749999999999999,0.2708665258042496,0.9066265060240963,0.46551724137931033,0.8455056179775281,0.7056615652847733,"[[ 27  31]
 [ 55 301]]"
2,0.7922705314009661,0.8731563421828907,0.31534647326466225,0.9135802469135802,0.5333333333333333,0.8361581920903954,0.7672080979284369,"[[ 32  28]
 [ 58 296]]"
3,0.7753623188405797,0.8646288209606987,0.222732638186383,0.908256880733945,0.4444444444444444,0.825,0.7170524691358026,"[[ 24  30]
 [ 63 297]]"
4,0.8019323671497585,0.8801169590643275,0.3378105733092885,0.9318885448916409,0.5849056603773585,0.8337950138504155,0.7294987717556055,"[[ 31  22]
 [ 60 301]]"

metrics_summary
mean,0.7888888888888889,0.8719532055066722,0.28686167155792686,0.9129346332435168,0.5056401359068893,0.8345690375109405,0.7352404858062609
std,0.00911495761551362,0.00560223084151858,0.03943609738155841,0.009955263046944935,0.04987285234506787,0.0066191217141724785,0.023343643079187255

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2460_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2460
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
