performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7753623188405797,0.8630338733431517,0.24874301425125556,0.8960244648318043,0.45161290322580644,0.8323863636363636,0.7193456744868035,"[[ 28  34]
 [ 59 293]]"
1,0.7898550724637681,0.8733624454148471,0.2672010325940622,0.9063444108761329,0.46551724137931033,0.8426966292134831,0.6997772181325067,"[[ 27  31]
 [ 56 300]]"
2,0.7874396135265701,0.8713450292397662,0.2700225408612946,0.9030303030303031,0.4666666666666667,0.8418079096045198,0.7740348399246704,"[[ 28  32]
 [ 56 298]]"
3,0.7801932367149759,0.865979381443299,0.2832895754454598,0.9216300940438872,0.5370370370370371,0.8166666666666667,0.7402263374485597,"[[ 29  25]
 [ 66 294]]"
4,0.7705314009661836,0.8604992657856094,0.24101697738346822,0.915625,0.49056603773584906,0.8116343490304709,0.6936967542988554,"[[ 26  27]
 [ 68 293]]"

metrics_summary
mean,0.7806763285024154,0.8668439990453347,0.2620546281071081,0.9085308545564255,0.4822799772089339,0.8290383836303008,0.7254161648582791
std,0.007230255819853031,0.004863531175692053,0.015235996276459444,0.009092451393625309,0.030107237021499682,0.012781058149606523,0.029269247431936783

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_3260_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3260
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
