performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7729468599033816,0.858433734939759,0.30985950032792614,0.9134615384615384,0.5645161290322581,0.8096590909090909,0.7499541788856305,"[[ 35  27]
 [ 67 285]]"
1,0.7922705314009661,0.8742690058479533,0.29079586091250126,0.9115853658536586,0.5,0.8398876404494382,0.7150571483920961,"[[ 29  29]
 [ 57 299]]"
2,0.8067632850241546,0.8833819241982507,0.3291113209746946,0.9126506024096386,0.5166666666666667,0.8559322033898306,0.8094632768361583,"[[ 31  29]
 [ 51 303]]"
3,0.7922705314009661,0.8739002932551319,0.3105295017040594,0.9254658385093167,0.5555555555555556,0.8277777777777777,0.7432613168724279,"[[ 30  24]
 [ 62 298]]"
4,0.7705314009661836,0.8592592592592594,0.27359439081132353,0.9235668789808917,0.5471698113207547,0.8033240997229917,0.7211362567292113,"[[ 29  24]
 [ 71 290]]"

metrics_summary
mean,0.7869565217391303,0.8698488435000709,0.30277811494610096,0.9173460448430089,0.536781632515047,0.8273161624498258,0.7477744355431047
std,0.01352657004830919,0.009607708897753045,0.018968035857422075,0.0059152653101206395,0.024442082905705712,0.01931074413982402,0.033498197295666395

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_860_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,860
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
