performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7777777777777778,0.8651026392961876,0.24272278226556046,0.8939393939393939,0.43548387096774194,0.8380681818181818,0.7239736070381232,"[[ 27  35]
 [ 57 295]]"
1,0.7971014492753623,0.8775510204081634,0.2981930356856881,0.9121212121212121,0.5,0.8455056179775281,0.7233630375823323,"[[ 29  29]
 [ 55 301]]"
2,0.7632850241545893,0.8541666666666666,0.24528757360288567,0.9025157232704403,0.48333333333333334,0.8107344632768362,0.7259887005649717,"[[ 29  31]
 [ 67 287]]"
3,0.7753623188405797,0.8626292466765141,0.27681952652805647,0.9211356466876972,0.5370370370370371,0.8111111111111111,0.7467078189300412,"[[ 29  25]
 [ 68 292]]"
4,0.7560386473429952,0.849925705794948,0.23391463997761944,0.9166666666666666,0.5094339622641509,0.7922437673130194,0.7121726859352951,"[[ 27  26]
 [ 75 286]]"

metrics_summary
mean,0.7739130434782607,0.8618750557684958,0.25938751161196205,0.909275728537082,0.4930576407204527,0.8195326282993353,0.7264411700101527
std,0.014051245963525588,0.009580482180700492,0.02422862970958029,0.009841557111549597,0.03364481736534602,0.01955082878303981,0.0112258201580057

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1820_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1820
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
