performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7753623188405797,0.8642335766423359,0.21960003929060515,0.8888888888888888,0.4032258064516129,0.8409090909090909,0.6823451246334311,"[[ 25  37]
 [ 56 296]]"
1,0.7971014492753623,0.8775510204081634,0.2981930356856881,0.9121212121212121,0.5,0.8455056179775281,0.7369236729949632,"[[ 29  29]
 [ 55 301]]"
2,0.7874396135265701,0.8705882352941177,0.2892483028715577,0.9079754601226994,0.5,0.8361581920903954,0.7640772128060264,"[[ 30  30]
 [ 58 296]]"
3,0.7898550724637681,0.8718703976435934,0.31740297981847326,0.9278996865203761,0.5740740740740741,0.8222222222222222,0.767824074074074,"[[ 31  23]
 [ 64 296]]"
4,0.7415458937198067,0.8386123680241327,0.23860781978845813,0.9205298013245033,0.5471698113207547,0.7700831024930748,0.6991585219254691,"[[ 29  24]
 [ 83 278]]"

metrics_summary
mean,0.7782608695652173,0.8645711196024687,0.2726104354909564,0.9114830097955359,0.5048939383692883,0.8229756451384624,0.7300657212867928
std,0.01964705256779011,0.013652352799790232,0.03715895604281833,0.013225401454145792,0.05823650216676091,0.02757236446539142,0.03424037552223026

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_780_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,780
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
