performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7254901960784313,0.4787234042553192,0.2972268175257646,0.4368932038834951,0.7867647058823529,0.5294117647058824,0.7301254325259515,"[[214  58]
 [ 40  45]]"
1,0.6974789915966386,0.4193548387096774,0.21749838346289968,0.39,0.7749077490774908,0.45348837209302323,0.7056551960868447,"[[210  61]
 [ 47  39]]"
2,0.6946778711484594,0.48826291079812206,0.2753760243791851,0.4482758620689655,0.7538461538461538,0.5360824742268041,0.7117961934972243,"[[196  64]
 [ 45  52]]"
3,0.6946778711484594,0.4171122994652406,0.2314246856764529,0.34513274336283184,0.7385159010600707,0.527027027027027,0.7208480565371025,"[[209  74]
 [ 35  39]]"
4,0.7002801120448179,0.45685279187817257,0.27321872155794913,0.37815126050420167,0.7347670250896058,0.5769230769230769,0.7617866004962779,"[[205  74]
 [ 33  45]]"

metrics_summary
mean,0.7025210084033613,0.4520612490213063,0.25894892652045026,0.3996906139638988,0.7577603069911347,0.5245865429951626,0.7260422958286802
std,0.011670961712044629,0.029446657095907512,0.02971331313768839,0.03815487392493489,0.020246721671574142,0.03988848919417118,0.01969717091766572

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_2580_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2580
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
