performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7058823529411765,0.4723618090452262,0.28011444101469896,0.41228070175438597,0.7536764705882353,0.5529411764705883,0.7222318339100345,"[[205  67]
 [ 38  47]]"
1,0.7198879551820728,0.48979591836734687,0.3050396372416506,0.43636363636363634,0.7712177121771218,0.5581395348837209,0.7054192053548443,"[[209  62]
 [ 38  48]]"
2,0.6722689075630253,0.48,0.25238029671813733,0.421875,0.7153846153846154,0.5567010309278351,0.7075931800158605,"[[186  74]
 [ 43  54]]"
3,0.6862745098039216,0.41052631578947363,0.22065477360356672,0.33620689655172414,0.7279151943462897,0.527027027027027,0.6816922929997135,"[[206  77]
 [ 35  39]]"
4,0.6946778711484594,0.4682926829268293,0.2867630004440486,0.3779527559055118,0.7168458781362007,0.6153846153846154,0.7443019943019944,"[[200  79]
 [ 30  48]]"

metrics_summary
mean,0.6957983193277311,0.4641953452257752,0.26899042980442045,0.39693579811505164,0.7370079741264925,0.5620386769387573,0.7122477013164895
std,0.016294722209802773,0.027817334472932064,0.02950045908426034,0.035945346469140396,0.02193127152684368,0.028976069666821456,0.020635341070538174

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_620_features_vgg_16_fc8_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
