performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7898550724637681,0.8703427719821163,0.33440605353042485,0.9153605015673981,0.5645161290322581,0.8295454545454546,0.7440203445747801,"[[ 35  27]
 [ 60 292]]"
1,0.8164251207729468,0.8895348837209304,0.35817479556675297,0.9216867469879518,0.5517241379310345,0.8595505617977528,0.7454959318093762,"[[ 32  26]
 [ 50 306]]"
2,0.8019323671497585,0.8797653958944283,0.3304286826209617,0.9146341463414634,0.5333333333333333,0.847457627118644,0.7925376647834276,"[[ 32  28]
 [ 54 300]]"
3,0.785024154589372,0.8693098384728342,0.28990927504231007,0.9221183800623053,0.5370370370370371,0.8222222222222222,0.7343364197530864,"[[ 29  25]
 [ 64 296]]"
4,0.7971014492753623,0.8764705882352941,0.341077556413841,0.9341692789968652,0.6037735849056604,0.8254847645429363,0.7375476924685098,"[[ 32  21]
 [ 63 298]]"

metrics_summary
mean,0.7980676328502415,0.8770846956611207,0.33079927263485814,0.9215938107911968,0.5580768444478647,0.8368521260454018,0.750787610677836
std,0.010866881042707223,0.007327651787410603,0.022539744815510288,0.007010239422173983,0.02539656745575896,0.014313169323595032,0.0212734665280885

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2520_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2520
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
