performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7898550724637681,0.8703427719821163,0.33440605353042485,0.9153605015673981,0.5645161290322581,0.8295454545454546,0.757354288856305,"[[ 35  27]
 [ 60 292]]"
1,0.7898550724637681,0.8733624454148471,0.2672010325940622,0.9063444108761329,0.46551724137931033,0.8426966292134831,0.7195854320030995,"[[ 27  31]
 [ 56 300]]"
2,0.7874396135265701,0.8686567164179105,0.33571389444432875,0.9208860759493671,0.5833333333333334,0.8220338983050848,0.7878295668549906,"[[ 35  25]
 [ 63 291]]"
3,0.7657004830917874,0.8579795021961933,0.210090599700064,0.9071207430340558,0.4444444444444444,0.8138888888888889,0.7180041152263374,"[[ 24  30]
 [ 67 293]]"
4,0.7922705314009661,0.8746355685131196,0.29224324594420104,0.9230769230769231,0.5283018867924528,0.8310249307479224,0.7259708357288455,"[[ 28  25]
 [ 61 300]]"

metrics_summary
mean,0.7850241545893719,0.8689954009048373,0.2879309652426162,0.9145577309007754,0.5172226069963598,0.8278379603401668,0.7417488477339156
std,0.009781863155225409,0.005901910008846293,0.04679869770563381,0.006870756020821723,0.05422206484852473,0.00961369947510111,0.02709589433432796

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1940_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1940
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
