performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7801932367149759,0.8667642752562226,0.2463435032871837,0.8942598187311178,0.43548387096774194,0.8409090909090909,0.7357038123167154,"[[ 27  35]
 [ 56 296]]"
1,0.7946859903381642,0.87627365356623,0.28458337506639747,0.9093655589123867,0.4827586206896552,0.8455056179775281,0.7098508330104611,"[[ 28  30]
 [ 55 301]]"
2,0.785024154589372,0.8704512372634643,0.24666325966309297,0.8978978978978979,0.43333333333333335,0.844632768361582,0.7791902071563088,"[[ 26  34]
 [ 55 299]]"
3,0.7995169082125604,0.8795355587808418,0.3003077667210174,0.9209726443768997,0.5185185185185185,0.8416666666666667,0.7376800411522635,"[[ 28  26]
 [ 57 303]]"
4,0.782608695652174,0.8656716417910446,0.3415978790376499,0.9385113268608414,0.6415094339622641,0.8033240997229917,0.7056133382114672,"[[ 34  19]
 [ 71 290]]"

metrics_summary
mean,0.7884057971014492,0.8717392733315605,0.28389915675506827,0.9122014493558288,0.5023207554943026,0.8352076487275719,0.7336076463694432
std,0.007421396857844047,0.005377145454477354,0.03576532490667095,0.016147318568832895,0.07647871129718914,0.016035380279885266,0.02625572558148479

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2500_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2500
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
