performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7874396135265701,0.870967741935484,0.2763868465395779,0.9,0.46774193548387094,0.84375,0.7357725439882697,"[[ 29  33]
 [ 55 297]]"
1,0.7801932367149759,0.8647845468053491,0.30249238800256,0.917981072555205,0.5517241379310345,0.8174157303370787,0.7406528477334366,"[[ 32  26]
 [ 65 291]]"
2,0.7705314009661836,0.8579970104633782,0.2839542729113358,0.9111111111111111,0.5333333333333333,0.8107344632768362,0.7514595103578153,"[[ 32  28]
 [ 67 287]]"
3,0.7971014492753623,0.8768328445747802,0.32778114068761827,0.9285714285714286,0.5740740740740741,0.8305555555555556,0.73559670781893,"[[ 31  23]
 [ 61 299]]"
4,0.7560386473429952,0.8490284005979073,0.2555907196720024,0.922077922077922,0.5471698113207547,0.7867036011080333,0.7112319029948256,"[[ 29  24]
 [ 77 284]]"

metrics_summary
mean,0.7782608695652173,0.8639221088753798,0.28924107356261886,0.9159483068631333,0.5348086584286136,0.8178318700555007,0.7349427025786555
std,0.014117525793432326,0.00973654125597803,0.024439565621490335,0.009785647400624193,0.036002295271590996,0.01925179012682823,0.013181267567471263

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_440_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,440
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
