performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8043478260869565,0.8810572687224669,0.3396963550189525,0.9118541033434651,0.532258064516129,0.8522727272727273,0.7494959677419355,"[[ 33  29]
 [ 52 300]]"
1,0.7898550724637681,0.8722466960352422,0.29698962930408707,0.9138461538461539,0.5172413793103449,0.8342696629213483,0.7390788454087563,"[[ 30  28]
 [ 59 297]]"
2,0.785024154589372,0.8673621460506705,0.3230553442057706,0.917981072555205,0.5666666666666667,0.8220338983050848,0.7592043314500941,"[[ 34  26]
 [ 63 291]]"
3,0.7632850241545893,0.8528528528528527,0.2925829401899228,0.9281045751633987,0.5925925925925926,0.7888888888888889,0.7405864197530864,"[[ 32  22]
 [ 76 284]]"
4,0.7657004830917874,0.8554396423248882,0.27813988872885187,0.9258064516129032,0.5660377358490566,0.7950138504155124,0.7216589139183609,"[[ 30  23]
 [ 74 287]]"

metrics_summary
mean,0.7816425120772946,0.8657917211972241,0.30609283148951694,0.9195184713042253,0.5549592877869579,0.8184958055607122,0.7420048956544466
std,0.015398432319332609,0.010504758223179193,0.02219763993391675,0.006427148548763956,0.02688511305586664,0.02379153147191049,0.012461697873377718

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1360_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1360
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
