performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.748792270531401,0.8429003021148036,0.2407488499271777,0.9,0.5,0.7926136363636364,0.7448222140762464,"[[ 31  31]
 [ 73 279]]"
1,0.782608695652174,0.8656716417910448,0.3250249215883591,0.9235668789808917,0.5862068965517241,0.8146067415730337,0.7550610228593568,"[[ 34  24]
 [ 66 290]]"
2,0.7995169082125604,0.8781204111600587,0.3265852791333675,0.9143730886850153,0.5333333333333333,0.844632768361582,0.7664783427495292,"[[ 32  28]
 [ 55 299]]"
3,0.7801932367149759,0.8655834564254062,0.29375263586354927,0.9242902208201893,0.5555555555555556,0.8138888888888889,0.740432098765432,"[[ 30  24]
 [ 67 293]]"
4,0.7560386473429952,0.8494783904619971,0.2448017549900723,0.9193548387096774,0.5283018867924528,0.7894736842105263,0.717373124967334,"[[ 28  25]
 [ 76 285]]"

metrics_summary
mean,0.7734299516908212,0.8603508403906621,0.28618268830050514,0.9163170054391546,0.5406795344466131,0.8110431438795335,0.7448333606835797
std,0.018547201758891272,0.012603017868800305,0.03734971981120911,0.008892522023717086,0.028830657499696644,0.019768402584507717,0.01641064348846728

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_740_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,740
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
