performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7394957983193278,0.507936507936508,0.3363550079834712,0.46153846153846156,0.7941176470588235,0.5647058823529412,0.770847750865052,"[[216  56]
 [ 37  48]]"
1,0.7338935574229691,0.4919786096256684,0.3151388315747167,0.45544554455445546,0.7970479704797048,0.5348837209302325,0.7385866300523469,"[[216  55]
 [ 40  46]]"
2,0.6946778711484594,0.4976958525345622,0.285195269001725,0.45,0.7461538461538462,0.5567010309278351,0.7521808088818397,"[[194  66]
 [ 43  54]]"
3,0.6778711484593838,0.39153439153439157,0.19464343677442064,0.3217391304347826,0.7243816254416962,0.5,0.707334543023589,"[[205  78]
 [ 37  37]]"
4,0.7170868347338936,0.5073170731707317,0.3434016677516698,0.4094488188976378,0.7311827956989247,0.6666666666666666,0.7847624299237203,"[[204  75]
 [ 26  52]]"

metrics_summary
mean,0.7126050420168069,0.47929248696037235,0.2949468426172007,0.41963439108506745,0.758576776966599,0.564591460175535,0.7507424325493096
std,0.023341923424089247,0.04428761058236249,0.05408528278101598,0.05224497674746973,0.03103950381278156,0.055742669912786584,0.026816641772707275

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_720_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,720
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
