performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7705314009661836,0.8604992657856094,0.222389391619891,0.8905775075987842,0.41935483870967744,0.8323863636363636,0.75091642228739,"[[ 26  36]
 [ 59 293]]"
1,0.7922705314009661,0.8746355685131195,0.2808883094768467,0.9090909090909091,0.4827586206896552,0.8426966292134831,0.7333155753583883,"[[ 28  30]
 [ 56 300]]"
2,0.8019323671497585,0.880466472303207,0.31189473178041566,0.9096385542168675,0.5,0.8531073446327684,0.7823210922787195,"[[ 30  30]
 [ 52 302]]"
3,0.7922705314009661,0.8739002932551319,0.3105295017040594,0.9254658385093167,0.5555555555555556,0.8277777777777777,0.7568672839506173,"[[ 30  24]
 [ 62 298]]"
4,0.7874396135265701,0.8705882352941176,0.3066915565708287,0.9278996865203761,0.5660377358490566,0.8199445983379502,0.7300214289447551,"[[ 30  23]
 [ 65 296]]"

metrics_summary
mean,0.7888888888888889,0.872017967030237,0.2864786982304083,0.9125344991872506,0.504741350160789,0.8351825427196686,0.750688360563974
std,0.010316017634812864,0.006580225559777855,0.033975482983074824,0.013458549759045731,0.05317124693381838,0.011598311340460757,0.018803172872989538

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2860_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2860
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
