performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7705314009661836,0.8579970104633782,0.27925170260164006,0.9053627760252366,0.5161290322580645,0.8153409090909091,0.7315799120234604,"[[ 32  30]
 [ 65 287]]"
1,0.782608695652174,0.868421052631579,0.25648708735371656,0.9054878048780488,0.46551724137931033,0.8342696629213483,0.7456412243316543,"[[ 27  31]
 [ 59 297]]"
2,0.7898550724637681,0.8699551569506727,0.34829859091094884,0.9238095238095239,0.6,0.8220338983050848,0.7678201506591338,"[[ 36  24]
 [ 63 291]]"
3,0.7657004830917874,0.8562962962962962,0.25367693127893315,0.9174603174603174,0.5185185185185185,0.8027777777777778,0.7377572016460905,"[[ 28  26]
 [ 71 289]]"
4,0.7898550724637681,0.874820143884892,0.2336084964475247,0.9101796407185628,0.4339622641509434,0.8421052631578947,0.6950556629906444,"[[ 23  30]
 [ 57 304]]"

metrics_summary
mean,0.7797101449275361,0.8654979320453636,0.2742645617185527,0.9124600125783378,0.5068254112613674,0.823305502250603,0.7355708303301967
std,0.009947468735253139,0.007158897211676081,0.03974597795470925,0.0071832721906533075,0.056427286331048945,0.013857005608797148,0.023679602741756126

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1680_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1680
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
