performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7922705314009661,0.8742690058479533,0.2839804548281988,0.9006024096385542,0.46774193548387094,0.8494318181818182,0.7455095307917887,"[[ 29  33]
 [ 53 299]]"
1,0.785024154589372,0.8689248895434463,0.2899071274646357,0.913312693498452,0.5172413793103449,0.8286516853932584,0.724283223556761,"[[ 30  28]
 [ 61 295]]"
2,0.7995169082125604,0.8788321167883211,0.3079942695811557,0.9093655589123867,0.5,0.8502824858757062,0.7666666666666667,"[[ 30  30]
 [ 53 301]]"
3,0.7898550724637681,0.8707280832095098,0.3477979617835854,0.9361022364217252,0.6296296296296297,0.8138888888888889,0.7683899176954732,"[[ 34  20]
 [ 67 293]]"
4,0.7632850241545893,0.8554572271386431,0.23182541692725536,0.9148264984227129,0.49056603773584906,0.8033240997229917,0.7010139549469502,"[[ 26  27]
 [ 71 290]]"

metrics_summary
mean,0.7859903381642511,0.8696422645055746,0.29230104611696617,0.9148418793787663,0.5210357964319389,0.8291157956125327,0.7411726587315279
std,0.012278516934433669,0.007858359047833368,0.037572462583666054,0.011722576610603639,0.05660064443296816,0.018751294426026136,0.02571966794324748

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_900_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,900
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
