performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7657004830917874,0.8554396423248882,0.2539152941341482,0.8996865203761756,0.4838709677419355,0.8153409090909091,0.7518099340175954,"[[ 30  32]
 [ 65 287]]"
1,0.8043478260869565,0.8834532374100719,0.2799364681831014,0.9056047197640118,0.4482758620689655,0.8623595505617978,0.7486197210383572,"[[ 26  32]
 [ 49 307]]"
2,0.7995169082125604,0.8759342301943198,0.38047074991075536,0.9301587301587302,0.6333333333333333,0.827683615819209,0.8059086629001884,"[[ 38  22]
 [ 61 293]]"
3,0.7801932367149759,0.8663729809104258,0.27272393141866796,0.9190031152647975,0.5185185185185185,0.8194444444444444,0.732638888888889,"[[ 28  26]
 [ 65 295]]"
4,0.7801932367149759,0.8690647482014388,0.1969883080608245,0.9041916167664671,0.39622641509433965,0.8365650969529086,0.6928605027962159,"[[ 21  32]
 [ 59 302]]"

metrics_summary
mean,0.7859903381642511,0.8700529678082288,0.2768069503414995,0.9117289404660365,0.4960450193514185,0.8322787233738538,0.7463675419282491
std,0.014134047186790153,0.009404516318210368,0.05944357298484989,0.011241956915944238,0.07968311363985203,0.01670899425178148,0.036417897193400266

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1500_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1500
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
