performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7198879551820728,0.4791666666666667,0.29462553454762985,0.42990654205607476,0.7757352941176471,0.5411764705882353,0.7634299307958476,"[[211  61]
 [ 39  46]]"
1,0.7254901960784313,0.49484536082474234,0.3134826952128156,0.4444444444444444,0.7785977859778598,0.5581395348837209,0.7501930833261821,"[[211  60]
 [ 38  48]]"
2,0.7002801120448179,0.4880382775119617,0.27913155409776363,0.45535714285714285,0.7653846153846153,0.5257731958762887,0.7388183980967487,"[[199  61]
 [ 46  51]]"
3,0.7142857142857143,0.42696629213483145,0.2500645294726435,0.36538461538461536,0.7667844522968198,0.5135135135135135,0.6938210295100754,"[[217  66]
 [ 36  38]]"
4,0.7535014005602241,0.5555555555555556,0.413016718236186,0.4583333333333333,0.7670250896057348,0.7051282051282052,0.7922065986582115,"[[214  65]
 [ 23  55]]"

metrics_summary
mean,0.7226890756302521,0.4889144305387515,0.3100642063134077,0.4306852156151222,0.7707054474765354,0.5687461839979927,0.7476938080774131
std,0.017537788058821883,0.04101115427272464,0.05550864537627762,0.03413858083795898,0.005381799989957135,0.069813997718862,0.03229956542481349

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_3440_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,3440
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
