performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7777777777777778,0.864306784660767,0.26177247995495206,0.8987730061349694,0.46774193548387094,0.8323863636363636,0.7442723607038124,"[[ 29  33]
 [ 59 293]]"
1,0.7632850241545893,0.8550295857988165,0.22975947592934765,0.903125,0.46551724137931033,0.8117977528089888,0.7279397520340953,"[[ 27  31]
 [ 67 289]]"
2,0.7995169082125604,0.877037037037037,0.3538396178768365,0.9221183800623053,0.5833333333333334,0.8361581920903954,0.8150188323917137,"[[ 35  25]
 [ 58 296]]"
3,0.7608695652173914,0.8541973490427099,0.2150627666994328,0.9090909090909091,0.46296296296296297,0.8055555555555556,0.7027006172839506,"[[ 25  29]
 [ 70 290]]"
4,0.7584541062801933,0.8520710059171598,0.22585961006127486,0.9142857142857143,0.49056603773584906,0.7977839335180056,0.7125908116866148,"[[ 26  27]
 [ 73 288]]"

metrics_summary
mean,0.7719806763285024,0.8605283524912981,0.25725879010436875,0.9094786019147797,0.49402430217906534,0.816736359521862,0.7405044748200373
std,0.01532246524362676,0.00925913566127491,0.05073628852793113,0.008221930004364233,0.045730262949413715,0.015038117396357345,0.03983155267165793

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1720_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1720
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
