performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7971014492753623,0.8761061946902655,0.3279549573298224,0.911042944785276,0.532258064516129,0.84375,0.728761913489736,"[[ 33  29]
 [ 55 297]]"
1,0.821256038647343,0.8936781609195402,0.33844283193819447,0.9147058823529411,0.5,0.8735955056179775,0.7284724912824486,"[[ 29  29]
 [ 45 311]]"
2,0.782608695652174,0.8680351906158358,0.26277414522972625,0.9024390243902439,0.4666666666666667,0.8361581920903954,0.7669962335216574,"[[ 28  32]
 [ 58 296]]"
3,0.7777777777777778,0.862686567164179,0.3213914961484296,0.932258064516129,0.6111111111111112,0.8027777777777778,0.7540123456790124,"[[ 33  21]
 [ 71 289]]"
4,0.782608695652174,0.8676470588235293,0.2894985566493225,0.9247648902821317,0.5471698113207547,0.817174515235457,0.7221815711075106,"[[ 29  24]
 [ 66 295]]"

metrics_summary
mean,0.7922705314009661,0.87363063444267,0.30801239745909903,0.9170421612653443,0.5314411307229323,0.8346911981443217,0.740084911016073
std,0.015876016159570017,0.010907946587563184,0.02789974582257283,0.010448585160950262,0.048537903630331114,0.02417874968613744,0.01733078682704767

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1760_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1760
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
