performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7254901960784313,0.4948453608247423,0.314845077862364,0.44036697247706424,0.7757352941176471,0.5647058823529412,0.7506920415224914,"[[211  61]
 [ 37  48]]"
1,0.711484593837535,0.455026455026455,0.2629517473781272,0.4174757281553398,0.7785977859778598,0.5,0.7436926113447181,"[[211  60]
 [ 43  43]]"
2,0.6974789915966386,0.4807692307692307,0.26990793823470266,0.45045045045045046,0.7653846153846153,0.5154639175257731,0.7351110229976209,"[[199  61]
 [ 47  50]]"
3,0.6890756302521008,0.43654822335025384,0.25453116343038246,0.34959349593495936,0.7173144876325088,0.581081081081081,0.7424553528793811,"[[203  80]
 [ 31  43]]"
4,0.7478991596638656,0.53125,0.3793830238968558,0.4473684210526316,0.7741935483870968,0.6538461538461539,0.7883926109732561,"[[216  63]
 [ 27  51]]"

metrics_summary
mean,0.7142857142857142,0.4796878539941364,0.29632379016048643,0.4210510136140891,0.7622451462999456,0.5630194069611898,0.7520687279434934
std,0.0208866687756944,0.032737704931510826,0.04647577547162158,0.03754729973340901,0.022894442904070306,0.05442708232148319,0.01882264492728106

parameters
logs_file_path,../heliyon_results/results_scenario_II/only_hospitalized_XGBoost_Classifier_2880_features_vgg_16_fc6_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2880
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
