performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7777777777777778,0.8635014836795252,0.28041452386566074,0.9037267080745341,0.5,0.8267045454545454,0.7420500366568914,"[[ 31  31]
 [ 61 291]]"
1,0.7971014492753623,0.8775510204081634,0.2981930356856881,0.9121212121212121,0.5,0.8455056179775281,0.7536323130569547,"[[ 29  29]
 [ 55 301]]"
2,0.7995169082125604,0.8766716196136701,0.36277905870935623,0.9247648902821317,0.6,0.8333333333333334,0.776388888888889,"[[ 36  24]
 [ 59 295]]"
3,0.7729468599033816,0.8601190476190477,0.29453804587165944,0.9262820512820513,0.5740740740740741,0.8027777777777778,0.7241255144032922,"[[ 31  23]
 [ 71 289]]"
4,0.7632850241545893,0.8545994065281899,0.2536825498087453,0.9201277955271565,0.5283018867924528,0.7977839335180056,0.7367637066847855,"[[ 28  25]
 [ 73 288]]"

metrics_summary
mean,0.7821256038647342,0.8664885155697192,0.2979214427882219,0.9174045314574173,0.5404751921733053,0.8212210416122382,0.7465920919381627
std,0.01403462709790721,0.009131462276761284,0.036004453453929976,0.008430868557396904,0.04024117130157675,0.01819873122530999,0.017660058612142666

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_1800_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1800
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
