performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7971014492753623,0.877906976744186,0.28249159085594294,0.8988095238095238,0.45161290322580644,0.8579545454545454,0.7267228739002933,"[[ 28  34]
 [ 50 302]]"
1,0.7657004830917874,0.8562962962962963,0.24313656450467067,0.9059561128526645,0.4827586206896552,0.8117977528089888,0.7095602479659048,"[[ 28  30]
 [ 67 289]]"
2,0.7753623188405797,0.8634361233480178,0.24237607038821668,0.8990825688073395,0.45,0.8305084745762712,0.6979990583804143,"[[ 27  33]
 [ 60 294]]"
3,0.7536231884057971,0.8468468468468469,0.2599159128871644,0.9215686274509803,0.5555555555555556,0.7833333333333333,0.7270833333333333,"[[ 30  24]
 [ 78 282]]"
4,0.7536231884057971,0.8473053892215568,0.25269346283061683,0.9218241042345277,0.5471698113207547,0.7839335180055401,0.7066586525897663,"[[ 29  24]
 [ 78 283]]"

metrics_summary
mean,0.7690821256038646,0.8583583264913808,0.2561227202933223,0.9094481874310072,0.4974193781583544,0.8135055248357357,0.7136048332339423
std,0.016210591048852665,0.011548742806439131,0.014690650614104279,0.010323663893875408,0.04564359561303752,0.028469622221479026,0.011505661738155523

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_540_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,540
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
