performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7777777777777778,0.8658892128279884,0.22320471363896183,0.8892215568862275,0.4032258064516129,0.84375,0.7137096774193549,"[[ 25  37]
 [ 55 297]]"
1,0.7971014492753623,0.8786127167630058,0.268243158319812,0.9047619047619048,0.4482758620689655,0.8539325842696629,0.7259783029833399,"[[ 26  32]
 [ 52 304]]"
2,0.8019323671497585,0.881159420289855,0.2929608137079279,0.9047619047619048,0.4666666666666667,0.8587570621468926,0.7672551789077212,"[[ 28  32]
 [ 50 304]]"
3,0.7922705314009661,0.875,0.2790261150629529,0.9176829268292683,0.5,0.8361111111111111,0.7459104938271606,"[[ 27  27]
 [ 59 301]]"
4,0.7946859903381642,0.876632801161103,0.2849576405724595,0.9207317073170732,0.5094339622641509,0.8365650969529086,0.7317723305284064,"[[ 27  26]
 [ 59 302]]"

metrics_summary
mean,0.7927536231884058,0.8754588302083904,0.2696784882604228,0.9074320001112758,0.4655204594902792,0.845823170896115,0.7369251967331965
std,0.008141207510315317,0.005207879365759427,0.02459580939941641,0.011205737558409671,0.03820091142356297,0.009136544249549546,0.018362953098454822

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2680_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2680
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
