performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7971014492753623,0.8764705882352941,0.31904538106676406,0.9085365853658537,0.5161290322580645,0.8465909090909091,0.733366935483871,"[[ 32  30]
 [ 54 298]]"
1,0.8019323671497585,0.880466472303207,0.3154977618945296,0.9151515151515152,0.5172413793103449,0.848314606741573,0.7177450600542424,"[[ 30  28]
 [ 54 302]]"
2,0.782608695652174,0.8668639053254437,0.2915787368898758,0.9099378881987578,0.5166666666666667,0.827683615819209,0.7440677966101695,"[[ 31  29]
 [ 61 293]]"
3,0.7608695652173914,0.8541973490427099,0.2150627666994328,0.9090909090909091,0.46296296296296297,0.8055555555555556,0.7176440329218106,"[[ 25  29]
 [ 70 290]]"
4,0.7536231884057971,0.8468468468468469,0.2633962260258889,0.9245901639344263,0.5660377358490566,0.7811634349030471,0.6981393404066273,"[[ 30  23]
 [ 79 282]]"

metrics_summary
mean,0.7792270531400967,0.8649690323507002,0.28091617451529827,0.9134614123482925,0.515807555409419,0.8218616244220588,0.7221926330953441
std,0.019178196368385695,0.012810072171241745,0.038489044494083656,0.006041125744651362,0.032614473009159595,0.025563348331791736,0.015635980118523234

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_2700_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2700
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
