performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.782608695652174,0.8652694610778443,0.32365234054517356,0.9145569620253164,0.5645161290322581,0.8210227272727273,0.7512371700879765,"[[ 35  27]
 [ 63 289]]"
1,0.785024154589372,0.8689248895434463,0.2899071274646357,0.913312693498452,0.5172413793103449,0.8286516853932584,0.7546977915536613,"[[ 30  28]
 [ 61 295]]"
2,0.7946859903381642,0.875549048316252,0.3003491540160215,0.9088145896656535,0.5,0.844632768361582,0.7713512241054614,"[[ 30  30]
 [ 55 299]]"
3,0.7729468599033816,0.8609467455621301,0.27363813856841507,0.9208860759493671,0.5370370370370371,0.8083333333333333,0.7547067901234568,"[[ 29  25]
 [ 69 291]]"
4,0.7294685990338164,0.8303030303030303,0.21431357795176387,0.9163879598662207,0.5283018867924528,0.7590027700831025,0.6889144410181361,"[[ 28  25]
 [ 87 274]]"

metrics_summary
mean,0.7729468599033816,0.8601986349605406,0.2803720677092019,0.9147916562010019,0.5294192864344185,0.8123286568888007,0.7441814833777384
std,0.022812983484285204,0.01569587738267075,0.03680286192489014,0.003941011896974441,0.021470272018649483,0.029138279123417363,0.02850894006126934

parameters
logs_file_path,../heliyon_results/results_scenario_II/hospitalized_and_urgencies_XGBoost_Classifier_400_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6_only_imaging_features.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,400
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
