performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8164251207729468,0.888235294117647,0.3857885785208522,0.9207317073170732,0.5806451612903226,0.8579545454545454,0.8077575146627566,"[[ 36  26]
 [ 50 302]]"
1,0.8429951690821256,0.9072753209700428,0.39836940018077127,0.9217391304347826,0.5344827586206896,0.8932584269662921,0.799205734211546,"[[ 31  27]
 [ 38 318]]"
2,0.8115942028985508,0.8866279069767441,0.3372378751733502,0.9131736526946108,0.5166666666666667,0.8615819209039548,0.8169256120527308,"[[ 31  29]
 [ 49 305]]"
3,0.8309178743961353,0.8979591836734693,0.4298860404899684,0.9447852760736196,0.6666666666666666,0.8555555555555555,0.8184156378600823,"[[ 36  18]
 [ 52 308]]"
4,0.8309178743961353,0.8976608187134503,0.4425567303558835,0.9504643962848297,0.6981132075471698,0.850415512465374,0.8252234359483615,"[[ 37  16]
 [ 54 307]]"

metrics_summary
mean,0.8265700483091788,0.8955517048902706,0.3987677249441651,0.9301788325609832,0.5993148921583031,0.8637531922691443,0.8135055869470955
std,0.011267539893420858,0.007494685116691636,0.036987473216400356,0.014659503247537882,0.07166569921481485,0.015192054166513534,0.009062442056666153

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2860_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2860
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
