performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8043478260869565,0.8810572687224669,0.3396963550189525,0.9118541033434651,0.532258064516129,0.8522727272727273,0.8218475073313783,"[[ 33  29]
 [ 52 300]]"
1,0.8140096618357487,0.888243831640058,0.3447524156756626,0.918918918918919,0.5344827586206896,0.8595505617977528,0.7867105772956218,"[[ 31  27]
 [ 50 306]]"
2,0.821256038647343,0.8911764705882352,0.40664908462530763,0.9294478527607362,0.6166666666666667,0.8559322033898306,0.8469161958568738,"[[ 37  23]
 [ 51 303]]"
3,0.8091787439613527,0.8836524300441826,0.3856297885645002,0.9404388714733543,0.6481481481481481,0.8333333333333334,0.8148662551440329,"[[ 35  19]
 [ 60 300]]"
4,0.8019323671497585,0.8794117647058823,0.3582705563353472,0.9373040752351097,0.6226415094339622,0.8282548476454293,0.8080280144253386,"[[ 33  20]
 [ 62 299]]"

metrics_summary
mean,0.810144927536232,0.8847083531401652,0.366999640043954,0.9275927643463169,0.5908394294771192,0.8458687346878146,0.8156737100106491
std,0.006933671543191927,0.00440080428097411,0.02543920658019379,0.010823256674259369,0.04810521463802941,0.01262427994200183,0.019555972981276804

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_2720_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2720
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
