performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8260869565217391,0.8956521739130434,0.3779990536499031,0.9142011834319527,0.532258064516129,0.8778409090909091,0.8041147360703812,"[[ 33  29]
 [ 43 309]]"
1,0.8067632850241546,0.8830409356725146,0.3422590212506783,0.9207317073170732,0.5517241379310345,0.848314606741573,0.8044362650135607,"[[ 32  26]
 [ 54 302]]"
2,0.821256038647343,0.8924418604651161,0.3719942805310218,0.9191616766467066,0.55,0.867231638418079,0.851412429378531,"[[ 33  27]
 [ 47 307]]"
3,0.8188405797101449,0.890190336749634,0.4006028639442081,0.9411764705882353,0.6481481481481481,0.8444444444444444,0.7947016460905351,"[[ 35  19]
 [ 56 304]]"
4,0.7898550724637681,0.8714918759231904,0.33087466177148517,0.9335443037974683,0.6037735849056604,0.817174515235457,0.774159828568442,"[[ 32  21]
 [ 66 295]]"

metrics_summary
mean,0.81256038647343,0.8865634365446997,0.36474597622945926,0.9257630683562873,0.5771807871001944,0.8510012227860926,0.80576498102429
std,0.01301661215971738,0.008600876371600473,0.025166753705144887,0.010006905043705671,0.042774830000610636,0.02087223296265344,0.02533559305606248

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1520_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1520
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
