performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.7450980392156863,0.5333333333333334,0.3676287553087341,0.4727272727272727,0.7867647058823529,0.611764705882353,0.8030709342560554,"[[214  58]
 [ 33  52]]"
1,0.7591036414565826,0.5612244897959183,0.40434839876677897,0.5,0.7970479704797048,0.6395348837209303,0.7998584055607998,"[[216  55]
 [ 31  55]]"
2,0.7478991596638656,0.5631067961165048,0.388084602476401,0.5321100917431193,0.8038461538461539,0.5979381443298969,0.7973433782712134,"[[209  51]
 [ 39  58]]"
3,0.7507002801120448,0.4733727810650888,0.31755319059246156,0.42105263157894735,0.8056537102473498,0.5405405405405406,0.8016903829624678,"[[228  55]
 [ 34  40]]"
4,0.7955182072829131,0.6096256684491979,0.4884497549864115,0.5229357798165137,0.8136200716845878,0.7307692307692307,0.838250160830806,"[[227  52]
 [ 21  57]]"

metrics_summary
mean,0.7596638655462185,0.5481326137520087,0.39321294042615745,0.48976515517317054,0.8013865224280299,0.6241095010485903,0.8080426523762684
std,0.01852978757259519,0.04468796351616981,0.05585570231084178,0.04002458339045827,0.009017083321282468,0.062346363831834846,0.015225105826331246

parameters
logs_file_path,../heliyon_results/results_scenario_III/only_hospitalized_XGBoost_Classifier_2780_features_vgg_16_fc7_Oversampling.csv
experiment_name,only_hospitalized_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/only_hospitalized_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,2780
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
