performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8140096618357487,0.8875912408759123,0.3561081718226029,0.9129129129129129,0.532258064516129,0.8636363636363636,0.8201292155425219,"[[ 33  29]
 [ 48 304]]"
1,0.8019323671497585,0.8797653958944281,0.3346174868530354,0.9202453987730062,0.5517241379310345,0.8426966292134831,0.809134056567222,"[[ 32  26]
 [ 56 300]]"
2,0.7922705314009661,0.8720238095238095,0.34283709855158373,0.9213836477987422,0.5833333333333334,0.827683615819209,0.8140536723163843,"[[ 35  25]
 [ 61 293]]"
3,0.7971014492753623,0.8761061946902655,0.3480135113584677,0.9339622641509434,0.6111111111111112,0.825,0.8156893004115227,"[[ 33  21]
 [ 63 297]]"
4,0.7753623188405797,0.8622222222222222,0.29048494819215975,0.9267515923566879,0.5660377358490566,0.8060941828254847,0.8054931270579627,"[[ 30  23]
 [ 70 291]]"

metrics_summary
mean,0.7961352657004831,0.8755417726413276,0.33441224335556996,0.9230511631984586,0.5688928765481329,0.8330221582989081,0.8128998743791227
std,0.012652947684742785,0.008403972135044636,0.02304923154325833,0.007016870248510836,0.02696639756628208,0.01922912311364422,0.005107187300246919

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_620_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,620
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
