performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.821256038647343,0.8911764705882353,0.4024743778843742,0.9237804878048781,0.5967741935483871,0.8607954545454546,0.8302556818181819,"[[ 37  25]
 [ 49 303]]"
1,0.8067632850241546,0.8813056379821959,0.3883438603457682,0.9339622641509434,0.6379310344827587,0.8342696629213483,0.8232516466485857,"[[ 37  21]
 [ 59 297]]"
2,0.8333333333333334,0.898379970544919,0.4526670853379961,0.9384615384615385,0.6666666666666666,0.8615819209039548,0.8632768361581921,"[[ 40  20]
 [ 49 305]]"
3,0.7898550724637681,0.8707280832095098,0.3477979617835854,0.9361022364217252,0.6296296296296297,0.8138888888888889,0.8289866255144034,"[[ 34  20]
 [ 67 293]]"
4,0.7995169082125604,0.8766716196136701,0.38491359156400373,0.9455128205128205,0.6792452830188679,0.817174515235457,0.8155542779490932,"[[ 36  17]
 [ 66 295]]"

metrics_summary
mean,0.810144927536232,0.883652356387706,0.39523937538314546,0.9355638694703812,0.642049361469262,0.8375420884990209,0.8322650136176912
std,0.01547402645221931,0.009947758779083134,0.033926817697173144,0.007058061695332985,0.029019302133256607,0.02051171975311452,0.01635241786908181

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_760_features_vgg_16_fc8_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc8_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc8.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,760
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
