performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8043478260869565,0.88,0.36569215423793155,0.9195046439628483,0.5806451612903226,0.84375,0.8033586876832846,"[[ 36  26]
 [ 55 297]]"
1,0.8140096618357487,0.8875912408759125,0.36338527037477775,0.9240121580547113,0.5689655172413793,0.8539325842696629,0.807608485083301,"[[ 33  25]
 [ 52 304]]"
2,0.785024154589372,0.8661654135338345,0.3503281943363124,0.9260450160771704,0.6166666666666667,0.8135593220338984,0.8140065913370998,"[[ 37  23]
 [ 66 288]]"
3,0.8019323671497585,0.8776119402985074,0.4040761092514932,0.9483870967741935,0.7037037037037037,0.8166666666666667,0.8178755144032922,"[[ 38  16]
 [ 66 294]]"
4,0.8067632850241546,0.8830409356725145,0.35526826615038765,0.934984520123839,0.6037735849056604,0.8365650969529086,0.828777504834579,"[[ 32  21]
 [ 59 302]]"

metrics_summary
mean,0.8024154589371981,0.8788819060761538,0.3677499988701805,0.9305866869985525,0.6147509267615465,0.8328947339846273,0.8143253566683113
std,0.009589098184192828,0.00717944523644396,0.018985177374515223,0.010226029608947348,0.047531622279559906,0.01556346897950237,0.008797204219705815

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_960_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,960
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
