performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8333333333333334,0.8983799705449189,0.4481227004081187,0.9327217125382263,0.6451612903225806,0.8664772727272727,0.8333715175953079,"[[ 40  22]
 [ 47 305]]"
1,0.8333333333333334,0.9001447178002894,0.40613861404943624,0.9283582089552239,0.5862068965517241,0.8735955056179775,0.7963967454475008,"[[ 34  24]
 [ 45 311]]"
2,0.8188405797101449,0.8892171344165435,0.4111078761184992,0.9318885448916409,0.6333333333333333,0.8502824858757062,0.8454096045197739,"[[ 38  22]
 [ 53 301]]"
3,0.8115942028985508,0.8856304985337243,0.37953605763829484,0.937888198757764,0.6296296296296297,0.8388888888888889,0.8185956790123456,"[[ 34  20]
 [ 58 302]]"
4,0.7995169082125604,0.8774002954209749,0.3648905818046103,0.939873417721519,0.6415094339622641,0.8227146814404432,0.7878795797836199,"[[ 34  19]
 [ 64 297]]"

metrics_summary
mean,0.8193236714975847,0.8901545233432901,0.4019591660037919,0.9341460165728748,0.6271681167599064,0.8503917669100577,0.8163306252717095
std,0.012998670576882823,0.008384244692604834,0.028667453025099005,0.004181640558824239,0.021219416466545134,0.01841470169526389,0.021669938015385005

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1920_features_vgg_16_fc6_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc6_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc6.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1920
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
