performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8381642512077294,0.9021897810218978,0.44142575465510153,0.9279279279279279,0.6129032258064516,0.8778409090909091,0.8239094574780058,"[[ 38  24]
 [ 43 309]]"
1,0.821256038647343,0.8930635838150287,0.35722766757013424,0.9196428571428571,0.5344827586206896,0.8679775280898876,0.8084802402169702,"[[ 31  27]
 [ 47 309]]"
2,0.8236714975845411,0.8918518518518518,0.4360447816260005,0.9376947040498442,0.6666666666666666,0.8502824858757062,0.8476224105461394,"[[ 40  20]
 [ 53 301]]"
3,0.8164251207729468,0.8879056047197641,0.4159906728127756,0.9465408805031447,0.6851851851851852,0.8361111111111111,0.8213734567901234,"[[ 37  17]
 [ 59 301]]"
4,0.7946859903381642,0.874074074074074,0.35804717771550476,0.9394904458598726,0.6415094339622641,0.817174515235457,0.8140647049600167,"[[ 34  19]
 [ 66 295]]"

metrics_summary
mean,0.8188405797101449,0.8898169790965232,0.40174721087590337,0.9342593630967293,0.6281494540482514,0.8498773098806144,0.8230900539982511
std,0.014084424866776081,0.009157071446342903,0.0370007271229012,0.009420517838626541,0.052765588531618425,0.021765688382263962,0.013419077686756034

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1920_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1920
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
