performance_metrics_values
repetition,accuracy,f1_score,mcc,precision,specificity,recall,auc_roc,confusion_matrix
0,0.8405797101449275,0.9043478260869565,0.43045434131841476,0.9230769230769231,0.5806451612903226,0.8863636363636364,0.8332111436950147,"[[ 36  26]
 [ 40 312]]"
1,0.821256038647343,0.8930635838150287,0.35722766757013424,0.9196428571428571,0.5344827586206896,0.8679775280898876,0.8022568771793879,"[[ 31  27]
 [ 47 309]]"
2,0.8043478260869565,0.880354505169867,0.36140032334015265,0.9226006191950464,0.5833333333333334,0.8418079096045198,0.8313794726930321,"[[ 35  25]
 [ 56 298]]"
3,0.7946859903381642,0.8744460856720827,0.34455196387002773,0.9337539432176656,0.6111111111111112,0.8222222222222222,0.8061213991769547,"[[ 33  21]
 [ 64 296]]"
4,0.8043478260869565,0.8807069219440354,0.37189672293942405,0.940251572327044,0.6415094339622641,0.8282548476454293,0.8252757016672764,"[[ 34  19]
 [ 62 299]]"

metrics_summary
mean,0.8130434782608695,0.8865837845375941,0.37310620380763065,0.9278651829919072,0.5902163596635441,0.849325228785139,0.8196489188823332
std,0.016210591048852658,0.010753735536806848,0.02998256789838031,0.00782751359130961,0.035532487343375274,0.024309652071102396,0.012951273474533254

parameters
logs_file_path,../heliyon_results/results_scenario_III/hospitalized_and_urgencies_XGBoost_Classifier_1780_features_vgg_16_fc7_Oversampling.csv
experiment_name,hospitalized_and_urgencies_vgg_16_fc7_Oversampling
model,XGBoost_Classifier
dataset_path,../built_dataset/hospitalized_and_urgencies_vgg_16_fc7.csv
preprocessing,Standardization
manual_seeds,"[0, 1, 2, 3, 4]"
balancing,Oversampling
imputation,No_Imputation_Model
csv_path_with_attrs_types,../original_dataset/attrs_headers_types.csv
feature_retrieval,MutualInformation
store_features_selection_report,True
splitting,Cross_Val_And_Holdout
noftopfeatures,1780
nof_folds,5
nofsplits,5
n_neighbors,5
test_size,0.2
plot_data,False
